text,label
cười đi vui đồng nghiệp đừng xấu cười,1
per đi mày sướng thi nhện giết haha,1
chạm đáy nỗi đau buồn,2
sĩ bây sống thương,0
buồn kỉ niệm đẹp,2
đảng ta bao dung < ,1
tiếc buồn,2
toàn hình gái haha,0
đẹp trai ghê cười,1
tán hình trái tim,0
dể thương,1
cười đề thi trường cười,1
hồi xưa fanpage gạ kèo  triệu quyết . cảm quyết định đắn đời,1
per xưa toàn nấu bếp,0
per yêu đời yêu công,1
"phim coi lắm ùi , coi  -  , thực cực kì sâu sắc , nhạc phim diễn nhập , amir khan đỉnh ^.^/",1
"đần mặt  ngu , cười , xong phát hiện .",1
mấy chả tặng món quà :loudly_khócing_face:,2
nấu mì  tôm vô địch,1
mấy thiệt nóng bỏng !,1
chia se thể hiện nè,0
mày mày bao nhiêu ?,0
nam kia cứu chó mặt đẹp trai haha,1
câu buồn buồn,2
"diễn cứng , kiểu giả bất ngờ cười",1
thỏa mãn mùi hương thân,1
" tựa , ngán giới cười",1
per hai vui,1
đường mấy,1
lựa thức tuyển,1
tội vợ,2
đẳng cười,1
"mặt nhẫn kìa cười tao chờ sen tao , tao tung hê thất vọng",0
thương haha,1
"đỉnh , hiệu ứng cười ấn tượng vãi_chưởng",1
mày tắt điện thoại tao nhảy tưng tưng cười,0
 buồn onfused_face:,2
đụ mẹ chờ tổng đài viên bận :loudly_khócing_face:,2
ngàn nhắn đổi  buồn,2
lai thành lạm dụng bình,2
 mạng cụ đừng phũ mồm chửi ta . mong siêu thoát .  di đà phật !,0
gọi nghiệp vật,1
cười,0
thơm miếng yêu,1
"câu "" yêu ""vui",1
tao lúa dính mưa .,0
thương zị,1
"ca quan trọng , quan trọng đồng bọn bảo yến nguyễn hạnh :rolling_on_the_floor_cườiing:",1
đỗ góc cua sứt mõm ?,0
cute vãi !,1
.  tầm . tâm .,1
củ cà rốt mẹt vây miếng thịt bít mẹt nhể haha,0
miệng phụ nữ trời duyên khiếp đi,1
tuyệt vời nua nghĩa,1
thương . hy vọng cưu bé,2
"thu - đồng liệu thể hiện , hiệu haha vô vcb đợi mỏi mòn , nh",2
lắm vụ ly hôn haha hớn hở vui :rolling_on_the_floor_cườiing:,1
"sời , lừa tao cười",1
"bao nhiêu đôi ngôn tình , cớ lìa ta buồn",2
câu buồn tao,2
gái tao suốt hêy siri bắt chước mẹ haha,1
chạy ios máu haha,1
khâm phục ! khâm phục !,1
per dạo béo buồn,2
mau khoẻ :,1
"đơn rản , thân yêu ,",1
cắt thắt lưng da bố ná haha,1
per hẹn phim nha mày :face_with_trêu đàu:,1
"đỡ mua  tiền sổ , kaka",1
"per giỏi phết đấy tội nghịch , thiện .",1
sớt cười,1
thơ lớp  cảm nắng  chàng  viên phấn vôi .,1
câu thú vị sướng,1
",",2
tình thân,0
"cay mắt lắm , kỉ niệm",2
per tốc bình dương .,0
per cười tức bụng nà vợ cười,1
"what the fuck , tao sai buồn đibuồn đibuồn đi",2
điên chã triệu hồi mày nhổn,0
niềm đàn niềm tình yêu ;,0
"uống bia ,haha",1
 cute cười,1
hơi lạ nhắn grab hủy chuyến,0
cháu giỏi văn suy trưởng thành yêu tếu mấy giặc yêu yêu,1
yêu thân buồn,2
khoe . khoe mai gốc . haha vui,1
nhiệt tình + ngu dốt giá tiền mặt haha,1
đấy tùm lum nhện đứng im tao chiêu . định gạt,1
tí rượu mồi,0
chết . tình yêu phân biệt . giới . tình yêu tình yêu . tao đau khổ mày lắm .,2
hoàn cảnh má củng bệnh má sợ giây phút má đi củng mẹ hảy quí giây khắc mẹ,2
ếch chết miệng,0
" cửa lớp , khóa cửa . trường  vứt chìa khóa lớp .",2
công khai minh bạch,0
thánh nguy hiểm,1
mong bé mua,2
per bếp huyền thoại  đứa he,1
"chửi bình . mẹ tao suốt chửi tao , tao vui .",1
"tui đề nghị tụi mày đĩa bay bé đi , ca tra tụi mày mệt cười",0
thổ lộ trực tiếp nhắn .,0
vợ váy mặc video hẳn cười,1
"tất , mẹ",2
moẹ ! hấp mẹ lắm ! đjln ?,1
per bao quên hihi,1
tui tội nghiệp thằng cải,1
yêu đứa bướng lắm bướng treo sàn đập mát,0
giới gán mí sợ buồn,2
công chữ đẹp . mệt,1
áo phông thương,1
sống khốn khổ ta cười,2
mèo tiền cửa,0
vui vẻ crush yêu,2
đồ mua . cười đéo nhặt mồm . haha,1
xưa  đứa ?,0
má cười ỉa,1
 lật tàu trật đường ray vận tải đường sắt việt nam !,0
"mày tao gái ghê , mai sinh nhật bé tao đi , . thất vọng",2
câu liếm củi chỏ sai,0
tư ̀ hô ̀  ̣ â ́  chuyê ̉ trươ ̀ thi ̀ chă ̉ ̀ đô ́  xư ̉ tô ́ tao vơ ́  tao vâ ̣  nư ̃ . buồn,2
đợi xe cứu hỏa phun ôi tao hình dung cảnh tuyệt,1
check in thành công mãi buồn,2
đôi hợp chả yêu đương kiểu trai gái,0
"chó , kiên nhẫn mệt",2
", nghỉ ngơi nở rộ tiếp",0
mặt trời thương ha,1
lờ đi sống tiếp,0
bửa trời nắng quần nằm nắng nở cười,0
cử đẹp thiện nghèo thừa đi,1
tưởng haha,1
giới trừ tao,0
vãi xong,0
tao,0
củi tao nấu suốt tận bây rơm vui vẻ,0
dòng quen quen . đọc bình luận . haha . buồn cười :rolling_on_the_floor_cườiing: :rolling_on_the_floor_cườiing: :rolling_on_the_floor_cườiing:,1
viết tao viết,1
rẫy khăn trọng đồng nghiệp,0
nha cười đi bình nha cười,1
tô phở ngốc,0
per tao mấy ảnh đẹp trai,1
"phàm quan trọng thiên hạ , vợ , vợ ngược !",1
thương ha,1
chia buồn khổ chủ,2
su khai thắc mủ,0
thành lập tổ an ninh . bắt bao nhiêu . chiên fre tiệm bia bao tuyệt chủng haha,1
cay đắng mấy toàn kêu,1
mẹ tao cãi lộn sinh sinh tao dương âm buồn rying_face:,2
oa . thực động lực niềm <  nụ cười thoải mái < ,1
buồn . tình ta chẳng đi,2
tao nấu . tao nấu cháy nát,2
 trách nhiệm pháp lý :nhếch môi_face:,0
thử hình coi,0
thả thính xong chạy .,2
lò xo,2
tao ngắm cảnh tí xíu mày dìm tao cười,2
tim vỡ nát,2
giận hihi thương,0
per vợ thể đi tâp gym đêt chồng vui,1
đéo thể tưởng,0
yêu lắm nhể hạnh phúc,1
bảo vệ chăm sóc đấy,1
"ôi , cưng vui vẻ",1
thèm khóc,2
đặc vụ ngớ haha,0
chàng trai ?,0
liệu tồn gái chấp thằng nghèo xấu đặc biệt yếu sinh lý,2
per quan tâm per  đứa gái . đừng ảo tưởng nha .,0
ngựa hoang nghĩa . tài năng tiếc hlv đồng đội,1
hời . cưng xĩu,1
tui chờ đết lôi cục to ngón,0
per xong hình tao bệnh tiểu đường,2
cướp đi cướp ngân hàng :rolling_on_the_floor_cườiing:,1
đấy ta khổ,2
nuốt cục tiền (  ),1
mày gọi !,0
lỗi gậy :rolling_on_the_floor_cườiing:,0
đỏ chót,0
đựng túi nilon chất :rolling_on_the_floor_cườiing:,1
"tan rã , toàn đánh lẻ :loudly_khócing_face:",2
khoảnh khắc tao tao rơi hoàn cảnh bế tắc hihi,2
tao hà tao vải haha,2
việt nam,0
"bả , gặm đi .",0
per thua cà phê uống .,0
đơn giản yêu yêu,1
mày tao buồn buồn,2
nhủ lớp học học tiết . chậm cửa ngoái đầu .,2
bát phở,0
trưởng thành vcl,1
"dậy tắt đồng hồ báo thức kìa , ngủ vui vẻ",0
"nhiên tụi gái khóc tu tu , lủi ghế đá lớp . nhiên dạy văn xong ôm khóc ,",2
hiếu nghĩa . mắc cười má đào chúc hớn hở,1
tội mấy thằng xoay tiền mua bánh trung thu vợ thằng,2
cười ỉa cười,1
hắt xì  lưng khụ già đau vãi,2
"xong  ôto . tối ngon , nhậu yên .",2
cute vui,1
tao buồn,2
cười rụng tim haha đau,1
kịp đi rút buồn,2
chân thành tổn thương !,2
béo yêu nuôi nè,0
rút kinh nghiệm ngoái haha,1
cười,1
tao đứa bé chụp hình mày,0
bắt nạt im re hà hiền khô tội nghiệp dè chừng . ha ha ha,1
yêu nhá yêu chán thử đường đứa đứa đấy đi,0
đừng đùa,0
tiền tật . xe nát đền cửa tàu nửa,2
ưng dã man,1
thể pr trá hình hàng,0
cầm búa,0
đối tình yêu thời gian tác dụng xây đắp phá huỷ . ngưỡng mộ hai yêu yêu yêu yêu yêu yêu,1
bây tác dụng buồn rying_face:,2
"đẹp trời nghỉ , đi , thương , món ngon . xong ôm ngủ cười",1
tao đéo đau,2
xúm rỉa lông tụi đầu bếp .,0
khang khang  thời vui say ! bjo thân lo hở hố hố nháy mắt,1
phát hiện nghi vấn đổ vỏ cười,0
thơ bất hạnh . học mẫu giáo cạnh trường học  bầy ngỗng . tao chạy tập thể dục bọn,2
nuôi ?,0
" chút đắng , chút chua cay ,  chút ngào buồn",2
đau ta chấp,2
tình khâm phục yêu,1
chuẩn đón chờ mùa nhiệt miệng lưỡi vui vẻ,0
per hưởng ứng câu tao,0
cháu lợi hại buồn,1
bao ngươ ̀  ta chửi thề yêu cười !,1
ghi page cười,0
bao bắn trúng haha .,1
chuẩn per mệt mỏi vui cười,0
thả mẹ vui vẻ ậy đằng kia sống nổi ngại,0
trai . giận thất vọng,2
xưa mày ôm gối đứng cửa phòng per :rolling_on_the_floor_cườiing:,1
đạp xe xíu rã chân đạp đua xe,1
"thầy khắt khe uốn nén thói hư tật xấu , bây họp lớp nhắc thầy vô kính trọng",1
ừm đất đỡ mỏi châm,0
đứa coi nuốt miếng tao ?,1
tư hẳn  đầu,1
" hiền lành ,  bé nhường , nhường nhường tập sách , già ! haha",1
kiểu sai .  lỗi đi haha,1
mong trời bù đắp cháu chán,2
bọn óc chó . đú đởn phàn nàn .,0
 vấn vương thời  cười,0
"đỗ  trường đại học mỹ , hàng trăm thằng đổ , . kì cục",1
xử lý nghiêm khắc,0
cười đau bụng cười,1
tưởng yêu cười,1
đẹp trai,1
may mắn vị may mắn toàn vị cay vị đắng đời cười,2
thằng đoạn mặc áo hồng định gải đít rắn ngứa,1
"eo ôi thằng nhóc áo xanh , sói ca haha",1
per coi chừng nha haha,1
? ?,0
thơ yêu . sai đường,0
thua ta buồn,2
"per , nhơ cai thời sv tro , cười",1
cưng ghê yêu yêu,1
"vị mắt , cảm xúc !",2
mặt thương vãi cười,1
mấy đứa,1
mày xinh ? tao ốm tí xấu hoắc,2
xịt ướt,0
hy vọng mau yêu  gia đình yêu yêu yêu yêu,1
bidv đứng . haiz,2
yêu,0
ảnh hệt cười,0
"thời gian thấm nhuần yêu thương , kiên nhẫn hạnh phúc , sợ sệt vui",0
định,0
",",2
trai bao tao thất vọng cười,1
per cười tao cười chỗ nín,1
"thương ghê cười  mấy nhậu bàn "" "" "" "" "" vui rầu "" cười",1
đi túi kô xu mẹ vân kiều,2
lầy lầy cười,1
"vãi , đi kiểu đọc mỉm cười , đánh tâm lý cười",1
"thời ta , đồ hỏng mua thời , đồ hỏng đem đi sửa . lý tình yêu bền .",0
"mai tao gà , chụp hình bình luận mày thèm ?",1
"tội nghiệp , nông thôn buồn rying_face:.",2
"chuẩn , áp lực công quan hệ đồng nghiệp",1
rụng nhặt mồm,1
video gái ảo tưởng tình yêu cười # ngưngảotưởng,0
mong bảo hiểm,0
 per thằng per đi huhu,2
cay đắng bùi . cay đắng cười,0
tình yêu mẹ vô kiện . khóc,2
", kiên trì chút đi ! vui vẻ",1
hên crush lành,1
đau đớn coi dưng lã,2
xử lý thông minh,1
"per mai cấm chọc tao cười đụ mẹ , tao pas probation mày đấy cười",0
per đuổi trường :nháy mắting_face:,0
tồi tệ kiểm tra code giấy .,2
"thay gà lợn , tao món khoái khẩu gà sườn mày",0
ta khúc bé xịt hoa,0
per tao mày ?,0
ta hihi,1
 /  tau già đơn .,2
đụ mẹ đi đéo thể nhịn cười vui vẻ,1
yêu chết đi,1
lái xe sai . ? đỗ đường đỗ phòng kêu .,0
"khóc , đánh đổi mạng  gái bé gia đình",2
"per bảo đi ,",0
per đợi rụng tặng quà háy . ha,1
"per đi chỗ phở , đi chả chen ?",0
cụ sống hạnh phúc cười,1
"mẹ nấu cơm bếp củi , tao lửa tắt chụm vô : ) mẹ quánh trận nồi cơm khét nghẹt thất vọng",2
bình . mãi tao ? hix,2
tao tai nạn giao thông tao mẹ . chạy tối ti vi . mẹ tao chửi sấp mặt,2
"toan , tao dg suy đi grap",0
bày viết cát khắc đá tạt thoải mái,1
"nhạc đầu tiên nhạc phim ? quên phim ,",0
"cháu , thương yêu loài vật , may mắn niềm vui cháu .",1
cảm động vleu haha,1
mãi,1
mèo tao đi lạc chó rượt tưởng . mấy trở mừng vãi vui,1
xinh đẹp dịu dàng mắt tao haha,1
per hất môg thằng bay hài sợ,1
", .",2
đời ước tr nợ ngân hàng xe chạy kiếm .:buồn_but_relieved_face:,2
ký ức  thời .,1
thương kia .,1
mày ngủ mẹ mày,0
 bật khóc tình phi,2
hai tỉnh tò ghê ( hủ đừng ném đá nha :grinning_face_with_sweatcười,1
buồn mệt,2
per đéo toàn gái trai . _ .,2
sống đừng kiến,0
phương . thương đời . ngả ngoại câu cổ yêu,2
"vui vẻ chút , lạc quan chút đời vui haha",1
hài vãi cười,1
đau đớn cảnh buồn,2
"yep . tao . đi vệ sinh đảo , ta đi chồng",2
thằng ngu,2
thay đổi văn hóa tí đi . đường tài sản dân . dân phép pháp luật cấm .,0
pha phê vãi,1
tội gái,2
đứa nhây đứa đấy thắng,0
hahah thú vị ghê hen,1
ngã yêu :rolling_on_the_floor_cườiing:,1
hồi bé chửi chí tối ! bố nội !,2
cung,1
mày xinh ghê :,1
"thương , vất vả  trời :loudly_khócing_face:",2
hên đụng nhầm đụng trúng rụng trứng bày lũ -),1
đau ghê,2
đếm vương vãi,0
 hình mấy page thất vọng,0
bé quơ trúng đẹp búp bê < ,1
lỗi sinh nghèo chết nghèo lỗi,0
nhiên coi khúc bé kéo bè chụp hình tao buồn cười vãi ! kia ! chết mẹ ! kiểu tối lau xong haha,1
bếp dầu thời bao thời đôt đèn dầu,0
đợt per thua . đuối lý lẫn truyền thông yếu,2
"đơn  /   /  , đi mệt",2
tui thắc mắc  thằng kia đéo thằng per lo lắng,0
đoạn cắn nhảy tưng tưng chi điệu nghệ tấu hài :rolling_on_the_floor_cườiing:,1
"đừng râu , móng cắt gọn gàng . thơm  chuẩn mẹ",0
"công ty quan trọng , quan trọng giới thiệu công ty :rolling_on_the_floor_cườiing:",1
",  phút trêu . mệt mỏi",2
ây da  thời,0
đỡ mua sổ  ngàn cười,1
dân đen khổ . chả trách cố gắng đi may mắn chùa chiền,2
đau,2
hiện hữu xung quanh ta . tình yêu thương đi yêu yêu,1
 idiots ! phim thời đại .,1
xuất sắc . đỉnh .,1
yêu đầu bạc long .,1
"động lực tình yêu , gia đình hihi",1
thất tình pim khóc đêm đề mô khóc thút thít pai .,2
"mùa vải , tàn dư nốt mụn hihi",2
tao mèo tao :loudly_khócing_face:,2
già nha per,1
vl,0
cứu,2
công tác truyền thông,1
haha cười nãy mấy tiếng căng cười,1
ngưỡng mộ . yêu ghê,1
cười ? mấy đứa nè cười hài hước đi cười sấp mặt cười nhây nhây zui ? nhiên chửi tội nghiệp :enraged_face:,1
cắt móng đi phế phục hồi,2
per đôi mắt đẹp ghê,1
phim . thánh nữ chủ đề dới !,0
địt mẹ đời tao,2
sai sai,0
chặt ổi hàng xóm chạc súng đấy,1
uncrush . bố mẹ còng lưng đi học .,2
mày cười . dm mai đấy biến cảnh phục tung hô nằm đẳng haha,1
gửi nhầm video hát chế,0
nhiên mỉm cười .,1
cơm ?,0
cuốc đất è cổ giun câu cá tức,2
crush sữa hứng đái ve nha haha,1
bep binh dương xuất,0
"tao tao , chẳng thể tao phát điên",0
"lào cai , hào quê cười",1
chối,2
tam đảo trời đẹp mem,1
đọc bình luận thằng chữ haha,0
crush tao trinh yêu,1
yêu mọa mọa yêu,1
tao đọc đề quen quên phương pháp giải . gốc buồn,2
tui cười ỉa .:rolling_on_the_floor_cườiing:,1
chó khổ lắm buồn,2
per xàm xàm zui hè,1
per  thời mệ nội kho thịt ngon hí,1
"đôi dỗi lắm , đéo yêu dỗi",2
ngô ̀  đo ̣ bình luận chu ́ no ́ tag yêu va ̀  ma ̀ sô ́ mu ̃  la ̣  cay cười,2
đẹp trai khôn thương,1
 đứa giận dắt xong cười,1
mẹ đi ngầu chết mẹ đi kì quặc cười,1
moá . tao chết quách,2
đỡ bữa tao .,0
mơ đứa trẻ :man_facepalming_light_skin_tone:,1
tiền phạt,0
"tao đọc bình luận toàn bình luận bảo chữ viết , rút ?",0
kím cớ . vui buồn .,2
đở,1
lương :nháy mắting_face:,1
! !,1
tui chốg mắt chúg mày mặn nồg bao ngốc,0
đứa thân thân block ? .-.,0
